# Id, Prediction
7601,-1.0789
7602,-1.1768
7603,-1.3404
7604,-1.0923
7605,-1.1175
7606,-1.0679
7607,-1.2232
7608,-1.1259
7609,-1.1449
7610,-0.8436
7611,-1.2523
7612,-1.0458
7613,-1.0766
7614,-0.9146
7615,-1.1823
7616,-1.1251
7617,-1.0655
7618,-1.1439
7619,-1.0621
7620,-1.2378
7621,-1.1735
7622,-1.1700
7623,-1.4302
7624,-1.3766
7625,-1.1588
7626,-1.1566
7627,-1.1279
7628,-1.5149
7629,-1.1218
7630,-1.3898
7631,-1.3578
7632,-1.1697
7633,-1.1388
7634,-1.0795
7635,-1.3022
7636,-1.2837
7637,-1.3174
7638,-1.0664
7639,-1.0498
7640,-1.0767
7641,-1.0820
7642,-1.3036
7643,-1.2778
7644,-1.3671
7645,-1.0160
7646,-1.3926
7647,-1.4395
7648,-1.2020
7649,-1.2144
7650,-1.1748
7651,-1.1821
7652,-1.2276
7653,-1.0121
7654,-1.0844
7655,-1.1969
7656,-1.1783
7657,-1.2019
7658,-1.0848
7659,-1.2201
7660,-1.2158
7661,-1.1484
7662,-1.5557
7663,-1.5044
7664,-1.0865
7665,-1.1807
7666,-1.1011
7667,-1.3886
7668,-1.1489
7669,-0.9887
7670,-1.3342
7671,-1.1134
7672,-1.0684
7673,-1.1048
7674,-1.1883
7675,-1.1500
7676,-1.2566
7677,-1.3306
7678,-1.6927
7679,-1.1574
7680,-1.0752
7681,-1.1062
7682,-1.0915
7683,-1.0648
7684,-1.1236
7685,-1.1154
7686,-1.1112
7687,-1.1169
7688,-1.1084
7689,-1.0084
7690,-1.0857
7691,-1.0970
7692,-1.0639
7693,-1.0957
7694,-1.1074
7695,-1.1055
7696,-1.1229
7697,-1.0995
7698,-1.1389
7699,-1.0830
7700,-1.0570
7701,-1.0432
7702,-1.0915
7703,-1.2003
7704,-1.1422
7705,-1.1436
7706,-1.1464
7707,-1.1975
7708,-1.1216
7709,-1.1608
7710,-1.3822
7711,-1.1775
7712,-1.1478
7713,-1.0712
7714,-1.1026
7715,-1.1350
7716,-1.0871
7717,-0.9044
7718,-1.0630
7719,-1.1123
7720,-1.2005
7721,-1.0877
7722,-1.1985
7723,-1.0133
7724,-0.9312
7725,-1.1140
7726,-0.9991
7727,-1.0038
7728,-1.0528
7729,-1.0028
7730,-1.0322
7731,-1.1530
7732,-0.9148
7733,-1.0594
7734,-1.3985
7735,-1.2793
7736,-1.4002
7737,-1.0593
7738,-1.1482
7739,-1.2779
7740,-1.0670
7741,-1.1030
7742,-1.2194
7743,-1.2496
7744,-1.0678
7745,-1.2664
7746,-1.1229
7747,-1.2865
7748,-0.9485
7749,-1.1193
7750,-1.0726
7751,-1.3756
7752,-1.0987
7753,-1.3021
7754,-1.1377
7755,-1.5027
7756,-1.1125
7757,-1.0601
7758,-1.0728
7759,-1.1900
7760,-1.1117
7761,-1.0402
7762,-0.9208
7763,-1.1976
7764,-1.2019
7765,-1.3090
7766,-1.2501
7767,-1.2583
7768,-1.2779
7769,-1.0797
7770,-1.3124
7771,-0.9836
7772,-1.1657
7773,-0.9678
7774,-0.8843
7775,-1.0998
7776,-1.1316
7777,-1.2656
7778,-1.2958
7779,-0.9720
7780,-1.0963
7781,-1.0803
7782,-1.1659
7783,-1.2866
7784,-0.9919
7785,-1.4304
7786,-1.2457
7787,-1.0469
7788,-1.0669
7789,-1.4210
7790,-1.1429
7791,-1.0452
7792,-1.1756
7793,-1.0641
7794,-1.1085
7795,-1.2300
7796,-1.4376
7797,-1.1374
7798,-1.2903
7799,-1.2272
7800,-1.1001
7801,-1.0017
7802,-1.2029
7803,-1.2092
7804,-1.2212
7805,-1.3743
7806,-1.2261
7807,-0.9604
7808,-1.0376
7809,-1.1013
7810,-1.1805
7811,-1.0191
7812,-1.0551
7813,-1.3562
7814,-1.0078
7815,-1.1915
7816,-1.0770
7817,-1.1834
7818,-1.1281
7819,-1.2243
7820,-1.2202
7821,-1.1922
7822,-1.2204
7823,-1.2662
7824,-1.0558
7825,-1.1471
7826,-1.0840
7827,-1.1187
7828,-1.1361
7829,-1.0305
7830,-1.2655
7831,-1.1549
7832,-1.1216
7833,-1.0712
7834,-1.0446
7835,-1.0937
7836,-1.0243
7837,-1.0396
7838,-1.0947
7839,-1.2004
7840,-1.1787
7841,-1.1258
7842,-1.2767
7843,-1.3543
7844,-1.5312
7845,-1.1776
7846,-0.9193
7847,-1.0477
7848,-1.0165
7849,-1.0754
7850,-1.2478
7851,-1.1742
7852,-1.0559
7853,-1.1855
7854,-0.7996
7855,-1.0847
7856,-1.0317
7857,-1.0632
7858,-1.3095
7859,-1.0338
7860,-1.0744
7861,-1.1142
7862,-1.1125
7863,-1.1905
7864,-1.2092
7865,-1.1436
7866,-1.2060
7867,-1.2376
7868,-1.2462
7869,-1.0747
7870,-1.0649
7871,-1.1435
7872,-1.2378
7873,-1.0387
7874,-1.2072
7875,-1.1207
7876,-1.0544
7877,-1.3077
7878,-1.2634
7879,-1.0379
7880,-1.0438
7881,-1.0519
7882,-1.1534
7883,-1.0855
7884,-1.2449
7885,-1.3169
7886,-1.2936
7887,-1.1890
7888,-1.2543
7889,-1.1892
7890,-1.0206
7891,-1.4070
7892,-1.0916
7893,-1.2287
7894,-1.1205
7895,-1.3168
7896,-1.1007
7897,-1.1801
7898,-1.2917
7899,-1.2042
7900,-1.3148
7901,-1.1073
7902,-1.3664
7903,-1.1216
7904,-1.1016
7905,-1.1116
7906,-1.1629
7907,-1.2619
7908,-1.3625
7909,-1.0280
7910,-1.2130
7911,-1.3817
7912,-1.1568
7913,-1.0119
7914,-1.0033
7915,-1.1977
7916,-1.0945
7917,-1.1944
7918,-1.1635
7919,-1.1476
7920,-1.0447
7921,-1.1918
7922,-1.0964
7923,-1.0608
7924,-1.0381
7925,-1.1438
7926,-1.0520
7927,-1.5526
7928,-1.1199
7929,-1.1456
7930,-1.1367
7931,-1.1529
7932,-1.2499
7933,-1.1475
7934,-1.2949
7935,-1.1430
7936,-1.1517
7937,-1.0831
7938,-1.2921
7939,-1.1606
7940,-1.1802
7941,-1.4030
7942,-1.3466
7943,-1.1271
7944,-1.3862
7945,-1.2511
7946,-1.0866
7947,-1.1234
7948,-1.0683
7949,-1.2087
7950,-1.3199
7951,-1.1742
7952,-1.0363
7953,-1.3650
7954,-1.2283
7955,-1.4102
7956,-1.0401
7957,-1.0300
7958,-1.1314
7959,-1.1090
7960,-1.2201
7961,-1.3920
7962,-1.2949
7963,-1.2634
7964,-1.2598
7965,-1.1443
7966,-1.1060
7967,-1.1419
7968,-1.0863
7969,-1.1177
7970,-1.0550
7971,-1.0962
7972,-1.2226
7973,-1.1540
7974,-1.1016
7975,-1.1034
7976,-1.2071
7977,-1.1120
7978,-1.1876
7979,-1.2927
7980,-1.0954
7981,-1.2979
7982,-1.1248
7983,-1.0923
7984,-1.1012
7985,-1.1609
7986,-1.1443
7987,-1.2219
7988,-1.3023
7989,-1.4002
7990,-1.1582
7991,-1.2473
7992,-1.1910
7993,-1.3814
7994,-1.1028
7995,-1.1227
7996,-1.1927
7997,-1.1489
7998,-1.3659
7999,-1.1571
8000,-1.0771
8001,-1.1558
8002,-1.6637
8003,-1.1732
8004,-1.0837
8005,-1.0916
8006,-1.6032
8007,-1.1596
8008,-1.3760
8009,-1.0186
8010,-1.1804
8011,-1.4048
8012,-1.0877
8013,-1.0578
8014,-1.2811
8015,-1.3347
8016,-1.0846
8017,-1.1630
8018,-1.1663
8019,-1.1261
8020,-1.0492
8021,-1.2592
8022,-1.2209
8023,-1.1641
8024,-1.2711
8025,-1.0994
8026,-1.1131
8027,-1.0667
8028,-1.1353
8029,-1.1723
8030,-1.0860
8031,-1.3367
8032,-1.0682
8033,-1.0703
8034,-1.1455
8035,-1.0564
8036,-1.0646
8037,-1.0430
8038,-1.0638
8039,-1.0395
8040,-1.0951
8041,-1.0407
8042,-1.0134
8043,-1.1797
8044,-1.0041
8045,-1.0225
8046,-1.1183
8047,-1.0168
8048,-1.0732
8049,-1.0976
8050,-1.0995
8051,-1.2365
8052,-1.0757
8053,-1.1602
8054,-1.2481
8055,-1.2093
8056,-1.1308
8057,-1.0316
8058,-1.0593
8059,-1.3401
8060,-1.1468
8061,-1.0577
8062,-1.1776
8063,-1.5476
8064,-1.0777
8065,-1.3088
8066,-1.1421
8067,-1.4382
8068,-1.1794
8069,-1.1767
8070,-1.4163
8071,-1.1523
8072,-1.2245
8073,-1.0641
8074,-1.3586
8075,-1.5675
8076,-1.1600
8077,-1.0830
8078,-1.0787
8079,-1.1388
8080,-1.0479
8081,-1.0903
8082,-1.3326
8083,-1.1116
8084,-1.1676
8085,-1.3094
8086,-1.0678
8087,-1.2242
8088,-1.3760
8089,-1.2543
8090,-1.2294
8091,-1.1014
8092,-1.0998
8093,-1.2312
8094,-1.0829
8095,-1.3248
8096,-1.1792
8097,-1.1020
8098,-1.2455
8099,-1.1244
8100,-1.2379
8101,-1.1818
8102,-1.2505
8103,-1.3242
8104,-1.4997
8105,-1.3722
8106,-1.1171
8107,-1.1892
8108,-1.2476
8109,-1.3527
8110,-1.1302
8111,-1.1039
8112,-1.0970
8113,-1.4450
8114,-1.2277
8115,-1.0419
8116,-1.0743
8117,-1.0533
8118,-1.2167
8119,-1.1706
8120,-1.3098
8121,-1.1303
8122,-1.2147
8123,-1.2706
8124,-1.1392
8125,-1.0948
8126,-1.1238
8127,-1.0444
8128,-1.2593
8129,-1.1600
8130,-1.0730
8131,-1.3175
8132,-1.2068
8133,-1.0903
8134,-1.3054
8135,-1.0358
8136,-1.0152
8137,-1.0676
8138,-1.0803
8139,-1.0642
8140,-1.2551
8141,-1.3304
8142,-1.5412
8143,-1.3388
8144,-0.9618
8145,-1.2260
8146,-1.2839
8147,-1.4680
8148,-1.1304
8149,-1.0616
8150,-1.1253
8151,-1.0902
8152,-1.0979
8153,-1.1092
8154,-1.0695
8155,-1.5309
8156,-1.2829
8157,-1.0944
8158,-1.0787
8159,-1.4481
8160,-1.0893
8161,-1.0484
8162,-1.0953
8163,-1.1163
8164,-1.2247
8165,-1.0914
8166,-1.1250
8167,-1.1782
8168,-1.0736
8169,-1.1460
8170,-1.3013
8171,-1.3606
8172,-1.0999
8173,-1.0125
8174,-1.1029
8175,-1.0795
8176,-1.1577
8177,-1.1128
8178,-1.2458
8179,-1.0557
8180,-1.1242
8181,-1.1543
8182,-1.2713
8183,-1.1503
8184,-1.2340
8185,-1.0353
8186,-1.2830
8187,-1.3974
8188,-1.0846
8189,-1.2838
8190,-1.1158
8191,-1.2853
8192,-1.2823
8193,-1.3487
8194,-1.1058
8195,-1.1374
8196,-1.1095
8197,-1.2123
8198,-1.1723
8199,-1.2853
8200,-1.2623
8201,-1.2325
8202,-1.1226
8203,-1.2184
8204,-1.4446
8205,-1.0500
8206,-1.2649
8207,-1.1580
8208,-1.3094
8209,-1.3861
8210,-1.1648
8211,-1.1227
8212,-1.1699
8213,-1.1733
8214,-1.1274
8215,-1.2490
8216,-1.0852
8217,-1.1081
8218,-1.4015
8219,-1.1296
8220,-1.2524
8221,-1.1090
8222,-1.0843
8223,-1.1732
8224,-1.0785
8225,-1.2278
8226,-1.1650
8227,-1.1486
8228,-1.1789
8229,-0.9882
8230,-1.3896
8231,-1.3820
8232,-1.3935
8233,-1.1384
8234,-1.1851
8235,-1.2058
8236,-1.1127
8237,-1.4483
8238,-1.4019
8239,-1.1597
8240,-1.1137
8241,-1.3245
8242,-1.3123
8243,-1.1087
8244,-1.0898
8245,-1.2594
8246,-1.0023
8247,-1.3558
8248,-1.2230
8249,-1.0462
8250,-1.2867
8251,-1.2062
8252,-1.0969
8253,-1.1090
8254,-1.2751
8255,-1.0205
8256,-1.2660
8257,-1.0663
8258,-1.1592
8259,-1.0213
8260,-1.0372
8261,-1.0748
8262,-1.1129
8263,-1.1338
8264,-1.2681
8265,-1.0183
8266,-1.2485
8267,-1.0489
8268,-1.0877
8269,-1.4883
8270,-1.2858
8271,-1.1964
8272,-1.4262
8273,-1.0926
8274,-1.1891
8275,-1.1318
8276,-1.1164
8277,-1.2432
8278,-1.1830
8279,-1.0768
8280,-1.0547
8281,-1.0623
8282,-1.2289
8283,-1.0329
8284,-1.1428
8285,-1.2577
8286,-1.2245
8287,-1.1233
8288,-1.2984
8289,-1.5208
8290,-1.2714
8291,-1.2509
8292,-1.1277
8293,-1.0817
8294,-1.1685
8295,-1.1622
8296,-1.0173
8297,-1.1046
8298,-1.1541
8299,-1.2618
8300,-1.2542
8301,-1.5168
8302,-1.1801
8303,-1.3965
8304,-1.1867
8305,-1.0774
8306,-1.5255
8307,-1.2696
8308,-1.2800
8309,-1.1590
8310,-1.1238
8311,-1.1190
8312,-1.2603
8313,-1.0426
8314,-1.0534
8315,-1.2212
8316,-1.0852
8317,-1.2085
8318,-1.2470
8319,-1.1823
8320,-1.1140
8321,-1.1710
8322,-1.1488
8323,-1.3980
8324,-1.2144
8325,-1.0989
8326,-1.1638
8327,-1.1526
8328,-1.0286
8329,-1.3321
8330,-1.1258
8331,-1.4469
8332,-1.1581
8333,-1.1142
8334,-1.2116
8335,-1.0660
8336,-1.1849
8337,-1.1153
8338,-1.1083
8339,-1.0983
8340,-1.1135
8341,-1.0631
8342,-1.0942
8343,-1.2508
8344,-1.2412
8345,-1.1740
8346,-1.2053
8347,-1.1266
8348,-1.0494
8349,-1.1184
8350,-1.0983
8351,-1.2814
8352,-1.0922
8353,-1.2627
8354,-1.2422
8355,-1.1567
8356,-1.2484
8357,-0.9662
8358,-1.2653
8359,-1.1605
8360,-1.2945
8361,-1.1765
8362,-1.0737
8363,-1.4371
8364,-1.1625
8365,-1.2022
8366,-1.1180
8367,-1.0565
8368,-1.1487
8369,-1.1205
8370,-1.0987
8371,-1.1827
8372,-1.1065
8373,-1.2276
8374,-1.0480
8375,-1.0832
8376,-1.1165
8377,-1.3289
8378,-1.1142
8379,-1.1689
8380,-1.0070
8381,-1.2104
8382,-1.1400
8383,-1.0817
8384,-1.3376
8385,-1.3489
8386,-1.3006
8387,-1.3863
8388,-1.1152
8389,-1.1412
8390,-1.1404
8391,-1.1920
8392,-1.4004
8393,-1.0230
8394,-1.2620
8395,-1.2583
8396,-1.0495
8397,-1.4034
8398,-1.4026
8399,-1.0943
8400,-1.2106
8401,-1.2693
8402,-1.2453
8403,-1.0568
8404,-1.0884
8405,-1.0992
8406,-1.1055
8407,-1.0721
8408,-1.1159
8409,-1.1069
8410,-0.9769
8411,-1.3980
8412,-1.5127
8413,-1.1660
8414,-1.0935
8415,-1.2000
8416,-1.2054
8417,-1.0992
8418,-1.2369
8419,-1.1167
8420,-1.1058
8421,-1.1270
8422,-1.0714
8423,-1.0605
8424,-1.4431
8425,-1.1111
8426,-1.0724
8427,-1.2783
8428,-1.1895
8429,-1.4419
8430,-1.1574
8431,-0.9734
8432,-1.0757
8433,-1.0888
8434,-1.0468
8435,-1.0846
8436,-1.0089
8437,-1.1642
8438,-1.0934
8439,-1.1426
8440,-1.1001
8441,-1.4975
8442,-1.0245
8443,-1.0867
8444,-1.1125
8445,-1.0906
8446,-1.3511
8447,-1.0460
8448,-1.1106
8449,-1.0825
8450,-1.0703
8451,-1.0770
8452,-1.0186
8453,-1.1369
8454,-1.0521
8455,-0.9892
8456,-1.1117
8457,-1.1226
8458,-1.0806
8459,-1.1083
8460,-1.1415
8461,-1.1267
8462,-1.1507
8463,-1.1023
8464,-1.0630
8465,-1.0857
8466,-1.3650
8467,-0.9863
8468,-1.3731
8469,-1.1153
8470,-1.0829
8471,-1.1366
8472,-1.1946
8473,-1.1498
8474,-1.0960
8475,-1.3294
8476,-1.1842
8477,-1.1893
8478,-1.2464
8479,-1.2612
8480,-1.3815
8481,-1.2757
8482,-1.3739
8483,-1.2054
8484,-1.1341
8485,-1.1728
8486,-1.3129
8487,-1.0873
8488,-1.1629
8489,-1.1214
8490,-1.0708
8491,-1.2328
8492,-1.5477
8493,-1.0255
8494,-1.1808
8495,-1.0595
8496,-1.0796
8497,-1.1230
8498,-1.3541
8499,-1.0882
8500,-1.3306
8501,-1.3362
8502,-1.2445
8503,-1.0907
8504,-1.3097
8505,-1.1232
8506,-1.3395
8507,-1.0632
8508,-1.2685
8509,-1.5853
8510,-1.3206
8511,-1.1535
8512,-1.1501
8513,-1.0965
8514,-1.0245
8515,-1.1575
8516,-1.1023
8517,-1.2680
8518,-1.1123
8519,-1.0843
8520,-1.1504
8521,-1.1398
8522,-1.1295
8523,-0.9696
8524,-1.3130
8525,-1.2022
8526,-1.1119
8527,-1.2208
8528,-1.0607
8529,-1.1855
8530,-1.1631
8531,-1.0854
8532,-1.0510
8533,-1.0691
8534,-1.1202
8535,-1.1151
8536,-1.0884
8537,-1.1678
8538,-1.0989
8539,-1.1047
8540,-1.0663
8541,-1.2038
8542,-1.0220
8543,-1.0862
8544,-1.1863
8545,-1.1541
8546,-1.1308
8547,-1.0806
8548,-1.0776
8549,-1.2046
8550,-1.1598
8551,-1.0993
8552,-1.1117
8553,-1.1589
8554,-1.1144
8555,-1.0332
8556,-1.3012
8557,-1.0958
8558,-1.0738
8559,-1.0849
8560,-1.1197
8561,-1.0908
8562,-1.0634
8563,-1.2263
8564,-1.1332
8565,-1.1108
8566,-1.0560
8567,-1.3365
8568,-1.0249
8569,-1.1835
8570,-1.0810
8571,-1.1156
8572,-0.9824
8573,-1.1281
8574,-0.9946
8575,-1.1584
8576,-1.1894
8577,-1.0146
8578,-1.0350
8579,-1.0907
8580,-1.1089
8581,-1.0829
8582,-1.0858
8583,-1.0261
8584,-1.0575
8585,-1.0491
8586,-1.0746
8587,-1.0420
8588,-1.1693
8589,-1.1444
8590,-1.0975
8591,-1.0798
8592,-1.0914
8593,-1.1668
8594,-1.1240
8595,-1.1176
8596,-1.3205
8597,-1.1110
8598,-1.1141
8599,-1.1129
8600,-1.1002
8601,-1.0455
8602,-1.2105
8603,-1.0499
8604,-1.0808
8605,-1.0614
8606,-1.0916
8607,-1.0753
8608,-1.0423
8609,-1.0812
8610,-1.1330
8611,-1.3842
8612,-1.0364
8613,-1.0950
8614,-1.1098
8615,-1.1144
8616,-1.2325
8617,-1.0197
8618,-1.3100
8619,-1.1089
8620,-1.1214
8621,-1.1277
8622,-1.1617
8623,-1.2270
8624,-1.1051
8625,-1.1028
8626,-1.0769
8627,-1.1102
8628,-1.0994
8629,-1.0909
8630,-1.0532
8631,-1.2927
8632,-1.0741
8633,-1.0471
8634,-1.1268
8635,-1.1555
8636,-1.3650
8637,-1.4149
8638,-1.0521
8639,-1.1101
8640,-1.1723
8641,-1.3002
8642,-1.1623
8643,-1.0967
8644,-1.2733
8645,-1.1426
8646,-1.1033
8647,-1.1391
8648,-1.1265
8649,-1.0881
8650,-0.9922
8651,-1.1259
8652,-1.1095
8653,-1.0173
8654,-1.0895
8655,-1.0966
8656,-1.0365
8657,-1.1091
8658,-1.0265
8659,-1.2211
8660,-1.1266
8661,-1.1296
8662,-1.2674
8663,-1.0911
8664,-1.1434
8665,-1.0907
8666,-1.1091
8667,-1.1513
8668,-1.1567
8669,-1.1926
8670,-1.1017
8671,-1.0724
8672,-1.1235
8673,-1.2303
8674,-1.1609
8675,-1.0841
8676,-1.1141
8677,-1.0656
8678,-1.0278
8679,-1.4157
8680,-1.4586
8681,-1.0988
8682,-1.0615
8683,-0.9939
8684,-1.1042
8685,-1.1158
8686,-1.4254
8687,-1.1664
8688,-1.0883
8689,-1.0608
8690,-1.1081
8691,-1.1348
8692,-1.0773
8693,-1.0991
8694,-1.0867
8695,-1.3522
8696,-1.1302
8697,-1.2809
8698,-1.1959
8699,-0.9791
8700,-1.0384
8701,-1.4624
8702,-1.1006
8703,-1.1239
8704,-1.0491
8705,-1.2835
8706,-1.0571
8707,-1.1115
8708,-1.0949
8709,-1.0656
8710,-1.1139
8711,-1.0726
8712,-1.0816
8713,-1.0941
8714,-1.0570
8715,-1.3184
8716,-1.3160
8717,-1.0979
8718,-1.0742
8719,-1.3847
8720,-1.3534
8721,-1.0524
8722,-1.1420
8723,-1.2178
8724,-1.1132
8725,-1.3031
8726,-1.0700
8727,-1.3038
8728,-1.2156
8729,-1.0858
8730,-1.0746
8731,-1.1119
8732,-1.3422
8733,-1.2633
8734,-1.1433
8735,-1.1229
8736,-1.1414
8737,-1.3569
8738,-1.1786
8739,-1.2179
8740,-1.1643
8741,-1.2805
8742,-1.1392
8743,-1.1707
8744,-1.1171
8745,-1.0451
8746,-1.1034
8747,-1.0560
8748,-1.0360
8749,-1.2121
8750,-1.2602
8751,-1.1274
8752,-1.1084
8753,-1.3013
8754,-1.1586
8755,-1.0857
8756,-1.0600
8757,-1.1509
8758,-1.0532
8759,-1.0392
8760,-1.0507
8761,-1.0362
8762,-1.1717
8763,-1.3836
8764,-1.2118
8765,-1.0750
8766,-1.1181
8767,-1.0596
8768,-1.1384
8769,-1.3941
8770,-1.1205
8771,-1.1486
8772,-1.2903
8773,-1.3832
8774,-1.1294
8775,-1.2871
8776,-1.1416
8777,-1.0809
8778,-1.1557
8779,-1.1186
8780,-1.0860
8781,-1.1834
8782,-1.1835
8783,-1.2429
8784,-1.1562
8785,-1.2845
8786,-1.1284
8787,-1.0361
8788,-1.0352
8789,-1.1934
8790,-1.1030
8791,-1.2026
8792,-1.0598
8793,-1.1119
8794,-1.2339
8795,-1.3129
8796,-1.2055
8797,-1.4957
8798,-1.1920
8799,-1.3007
8800,-1.1929
8801,-1.1120
8802,-1.0791
8803,-1.5416
8804,-1.4001
8805,-1.5382
8806,-1.2832
8807,-1.1178
8808,-1.0204
8809,-1.1086
8810,-1.1437
8811,-1.0510
8812,-1.0417
8813,-1.0478
8814,-1.1618
8815,-1.0758
8816,-1.0672
8817,-1.3660
8818,-1.3508
8819,-1.6418
8820,-1.1084
8821,-1.1363
8822,-1.0730
8823,-1.1769
8824,-1.0362
8825,-1.1069
8826,-1.1039
8827,-1.2084
8828,-1.3190
8829,-1.1451
8830,-1.1223
8831,-1.0845
8832,-1.3535
8833,-1.1911
8834,-1.2200
8835,-1.0329
8836,-1.3367
8837,-1.1377
8838,-1.3055
8839,-1.1343
8840,-1.3260
8841,-1.2036
8842,-1.0932
8843,-1.0508
8844,-1.0279
8845,-1.0932
8846,-1.1310
8847,-1.0997
8848,-1.2065
8849,-1.3168
8850,-1.3964
8851,-1.3458
8852,-1.3193
8853,-1.3721
8854,-1.2948
8855,-1.0974
8856,-1.0889
8857,-1.2013
8858,-1.1353
8859,-1.2470
8860,-1.1816
8861,-1.2739
8862,-1.0774
8863,-1.3012
8864,-1.1136
8865,-1.1370
8866,-1.1354
8867,-1.3112
8868,-1.1528
8869,-1.4862
8870,-1.1358
8871,-1.3364
8872,-1.5913
8873,-0.9748
8874,-1.1516
8875,-1.1041
8876,-1.1395
8877,-1.1121
8878,-1.2317
8879,-1.0782
8880,-1.1567
8881,-1.2549
8882,-1.0603
8883,-1.0591
8884,-1.3410
8885,-1.1449
8886,-1.0164
8887,-1.3391
8888,-1.1374
8889,-1.1248
8890,-1.1495
8891,-1.2542
8892,-0.9846
8893,-1.1175
8894,-1.3194
8895,-1.1465
8896,-1.2047
8897,-1.1156
8898,-1.1308
8899,-1.0904
8900,-1.1565
8901,-1.1367
8902,-1.0353
8903,-1.0452
8904,-1.3359
8905,-1.1373
8906,-1.2720
8907,-1.0760
8908,-1.1929
8909,-1.0023
8910,-1.1254
8911,-1.1189
8912,-1.1327
8913,-1.1327
8914,-1.2648
8915,-1.1493
8916,-1.3935
8917,-1.1207
8918,-1.1411
8919,-1.1544
8920,-1.1847
8921,-1.2800
8922,-1.1360
8923,-1.2454
8924,-1.1028
8925,-1.2313
8926,-1.1086
8927,-1.1707
8928,-1.0738
8929,-1.1162
8930,-1.0842
8931,-1.1060
8932,-1.1914
8933,-1.2954
8934,-1.1903
8935,-1.1108
8936,-1.1356
8937,-1.0989
8938,-1.4147
8939,-1.0762
8940,-1.4335
8941,-1.2815
8942,-1.0990
8943,-1.1017
8944,-1.3631
8945,-1.2350
8946,-1.4002
8947,-1.1411
8948,-1.1246
8949,-1.7658
8950,-1.4469
8951,-1.3329
8952,-1.3366
8953,-1.3725
8954,-1.3713
8955,-1.2243
8956,-1.2188
8957,-1.1097
8958,-1.1001
8959,-1.1413
8960,-1.0635
8961,-1.1714
8962,-1.1241
8963,-1.0553
8964,-1.0723
8965,-1.0526
8966,-1.4088
8967,-1.0370
8968,-1.0938
8969,-1.0162
8970,-1.0839
8971,-1.4350
8972,-1.4028
8973,-1.2491
8974,-1.2258
8975,-1.2891
8976,-1.2547
8977,-1.1099
8978,-1.0800
8979,-1.0779
8980,-1.0610
8981,-1.1134
8982,-1.1206
8983,-1.1331
8984,-1.0984
8985,-1.1606
8986,-1.1024
8987,-1.4114
8988,-1.2136
8989,-1.2363
8990,-1.1522
8991,-1.2897
8992,-1.2621
8993,-1.2843
8994,-1.2527
8995,-1.2164
8996,-1.3339
8997,-1.2870
8998,-1.1694
8999,-1.1086
9000,-1.1195
9001,-1.1167
9002,-1.1672
9003,-1.4307
9004,-1.6252
9005,-1.4630
9006,-1.4314
9007,-1.2140
9008,-1.0948
9009,-1.1341
9010,-1.0555
9011,-1.1240
9012,-1.0881
9013,-1.0679
9014,-1.1388
9015,-1.0700
9016,-1.1071
9017,-1.1881
9018,-1.1762
9019,-1.2002
9020,-1.3090
9021,-1.3011
9022,-1.2851
9023,-1.1590
9024,-1.2219
9025,-1.3195
9026,-1.4773
9027,-1.1432
9028,-1.2849
9029,-1.2728
9030,-1.2014
9031,-1.1625
9032,-1.1119
9033,-1.1669
9034,-0.9609
9035,-1.0679
9036,-1.0898
9037,-1.0762
9038,-1.0593
9039,-1.2183
9040,-1.1107
9041,-1.1203
9042,-1.4600
9043,-1.3132
9044,-1.1395
9045,-1.0137
9046,-1.2923
9047,-1.0186
9048,-1.2991
9049,-1.4657
9050,-1.0638
9051,-1.2641
9052,-1.2100
9053,-1.1285
9054,-1.2023
9055,-1.0989
9056,-1.1077
9057,-1.2295
9058,-1.2925
9059,-1.2762
9060,-1.3289
9061,-1.1305
9062,-1.2761
9063,-1.2655
9064,-1.1047
9065,-1.0389
9066,-1.0382
9067,-1.4534
9068,-1.1875
9069,-1.0762
9070,-1.0298
9071,-1.0573
9072,-1.1369
9073,-1.0874
9074,-1.1051
9075,-1.0601
9076,-1.0900
9077,-1.2342
9078,-1.1024
9079,-1.1095
9080,-1.1551
9081,-1.1590
9082,-1.0147
9083,-1.1185
9084,-1.2704
9085,-1.1212
9086,-0.9776
9087,-1.0974
9088,-1.2826
9089,-1.2001
9090,-1.2826
9091,-1.0573
9092,-1.0295
9093,-1.0849
9094,-1.2140
9095,-1.1257
9096,-1.1055
9097,-1.4491
9098,-1.1504
9099,-1.0845
9100,-1.1256
9101,-1.0769
9102,-1.3492
9103,-1.2000
9104,-1.3816
9105,-1.1256
9106,-1.0995
9107,-1.1781
9108,-1.1090
9109,-1.1455
9110,-1.0263
9111,-1.1030
9112,-1.0720
9113,-1.1467
9114,-1.1864
9115,-1.1990
9116,-1.1485
9117,-1.1386
9118,-1.2516
9119,-1.1502
9120,-1.0692
9121,-1.1002
9122,-1.0993
9123,-1.0077
9124,-1.0615
9125,-1.3354
9126,-1.0625
9127,-1.2577
9128,-1.0677
9129,-1.1036
9130,-1.0891
9131,-1.3031
9132,-1.0570
9133,-1.0569
9134,-1.0088
9135,-1.0473
9136,-1.2092
9137,-1.3492
9138,-1.1308
9139,-1.1111
9140,-1.1057
9141,-1.1865
9142,-1.6840
9143,-1.2259
9144,-1.0564
9145,-1.1456
9146,-1.1944
9147,-1.0933
9148,-1.1476
9149,-1.1360
9150,-1.2256
9151,-1.0488
9152,-1.0820
9153,-1.1495
9154,-1.1004
